,Brand,Avg Rating,Total Comment,Seller Rating,Ağırlık,Aşılabilir Engel,Boy,Çalışma Mod Sayısı,Çalışma Süresi,Derinlik,Emiş Türü,EPA/HEPA Filtre,Kullanım Alanı,Pil Tipi,Renk,Ses Seviyesi,Su Tankı Kapasitesi,Şarj Süresi,Toz Kapasitesi,Price
644,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
645,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
646,Universal,1.0,1.0,"9,2",,,,,,,,,,,,,,,,85.0
647,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
648,Parmis,,,"9,7",,,,,,,,,,,,,,,,92.0
649,Parmis,,,"9,7",,,,,,,,,,,,,,,,184.0
650,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
651,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
652,Parmis,,,"9,7",,,,,,,,,,,,,,,,184.0
653,Parmis,,,"9,7",,,,,,,,,,,,,,,,189.0
654,Universal,,,"9,2",,,,,,,,,,,,,,,,75.0
655,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
656,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
657,Universal,,,"9,2",,,,,,,,,,,,,,,,196.0
658,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
659,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
660,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
661,Parmis,,,"9,7",,,,,,,,,,,,,,,,189.0
662,Universal,5.0,3.0,"9,8",,,,,,,,,,,,,,,,149.0
663,Parmis,,,"9,7",,,,,,,,,,,,,,,,184.0
664,Dogant,4.7,3.0,"9,5",,,,,,,,,,,,,,,,29.0
665,Parmis,4.0,2.0,"9,7",,,,,,,,,,,,,,,,83.0
666,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
667,Parmis,4.5,2.0,"9,7",,,,,,,,,,,,,,,,83.0
668,VRL,4.5,11.0,"9,8",,,,,,,,,,,,,,,,33.0
669,Parmis,,,"9,7",,,,,,,,,,,,,,,,184.0
670,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
671,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
672,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
673,Parmis,,,"9,7",,,,,,,,,,,,,,,,80.0
674,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
675,Parmis,,,"9,7",,,,,,,,,,,,,,,,189.0
676,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
677,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
678,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
679,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
680,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
681,Universal,,,"9,2",,,,,,,,,,,,,,,,139.0
682,Universal,,,"9,2",,,,,,,,,,,,,,,,49.0
683,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
684,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
685,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
686,Universal,,,"9,8",,,,,,,,,,,,,,,,29.0
687,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
688,Parmis,4.0,1.0,"9,7",,,,,,,,,,,,,,,,83.0
689,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
690,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
691,Universal,,,"9,2",,,,,,,,,,,,,,,,220.0
692,Dogant,4.0,1.0,"9,5",,,,,,,,,,,,,,,,29.0
693,Universal,,,"9,2",,,,,,,,,,,,,,,,249.0
694,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
695,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
696,Universal,,,"9,2",,,,,,,,,,,,,,,,139.0
697,Parmis,,,"9,7",,,,,,,,,,,,,,,,189.0
698,Universal,,,"9,2",,,,,,,,,,,,,,,,195.0
699,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
700,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
701,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
702,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
703,Parmis,5.0,1.0,"9,7",,,,,,,,,,,,,,,,171.0
704,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
705,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
706,Kemos,,,9,,,,,,,,,,,,,,,,2400.0
707,Parmis,,,"9,7",,,,,,,,,,,,,,,,184.0
708,Parmis,,,"9,7",,,,,,,,,,,,,,,,184.0
709,Unico,5.0,2.0,"9,8",,,,,,,,,,,,,,,,49.0
710,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
711,Emka,3.0,2.0,"9,6",,,,,,,,,,,,,,,,240.0
712,Universal,,,"9,6",,,,,,,,,,,,,,,,130.0
713,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
714,Bosch,,,"9,8",,,,,,,,,,,,,,,,43.0
715,Unico,4.8,15.0,"9,8",,,,,,,,,,,,,,,,99.0
716,Parmis,5.0,2.0,"9,7",,,,,,,,,,,,,,,,83.0
717,Kemos,4.0,2.0,9,,,,,,,,,,,,,,,,2400.0
718,Parmis,4.0,3.0,"9,7",,,,,,,,,,,,,,,,83.0
719,Emka,3.7,3.0,"9,6",,,,,,,,,,,,,,,,260.0
720,Parmis,4.0,1.0,"9,7",,,,,,,,,,,,,,,,83.0
721,Parmis,5.0,1.0,"9,7",,,,,,,,,,,,,,,,171.0
722,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
723,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
724,DOYSART,,,,,,,,,,,,,,,,,,,219.0
725,Samsung,,,"9,7",,,,,,,,,,,,,,,,259.0
726,Parmis,,,"9,7",,,,,,,,,,,,,,,,184.0
727,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
728,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
729,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
730,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
731,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
732,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
733,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
734,Parmis,,,"9,7",,,,,,,,,,,,,,,,109.0
735,Universal,,,09,,,,,,,,,,,,,,,,43.0
736,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
737,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
738,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
739,Parmis,5.0,1.0,"9,7",,,,,,,,,,,,,,,,83.0
740,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
741,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
742,Universal,,,"9,2",,,,,,,,,,,,,,,,230.0
743,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
744,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
745,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
746,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
747,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
748,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
749,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
750,Universal,,,"9,2",,,,,,,,,,,,,,,,185.0
751,Universal,,,"9,2",,,,,,,,,,,,,,,,220.0
752,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
753,Parmis,,,"9,7",,,,,,,,,,,,,,,,81.0
754,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
755,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
756,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
757,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
758,Parmis,2.0,1.0,"9,7",,,,,,,,,,,,,,,,83.0
759,Parmis,,,"9,7",,,,,,,,,,,,,,,,92.0
760,Universal,,,"9,2",,,,,,,,,,,,,,,,135.0
761,Parmis,,,"9,7",,,,,,,,,,,,,,,,80.0
762,Universal,,,"9,2",,,,,,,,,,,,,,,,75.0
763,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
764,Unico,3.8,4.0,"9,8",,,,,,,,,,,,,,,,80.0
765,Parmis,5.0,3.0,"9,7",,,,,,,,,,,,,,,,83.0
766,Parmis,5.0,1.0,"9,7",,,,,,,,,,,,,,,,83.0
767,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
768,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
769,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
770,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
771,Arçelik,,,,,,,,,,,,,,,,,,,200.0
772,Ariston,,,,,,,,,,,,,,,,,,,200.0
773,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
774,Parmis,4.0,1.0,"9,7",,,,,,,,,,,,,,,,80.0
775,Parmis,5.0,2.0,"9,7",,,,,,,,,,,,,,,,227.0
776,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
777,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
778,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
779,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
780,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
781,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
782,Parmis,,,"9,7",,,,,,,,,,,,,,,,80.0
783,Parmis,,,"9,7",,,,,,,,,,,,,,,,227.0
784,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
785,Regal,,,"9,9",,,,,,,,,,,,,,,,49.0
786,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
787,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
788,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
789,Indesit,,,"9,9",,,,,,,,,,,,,,,,241.0
790,Universal,,,"9,2",,,,,,,,,,,,,,,,139.0
791,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
792,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
793,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
794,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
795,Parmis,,,"9,7",,,,,,,,,,,,,,,,227.0
796,Parmis,4.0,1.0,"9,7",,,,,,,,,,,,,,,,80.0
797,Parmis,5.0,2.0,"9,7",,,,,,,,,,,,,,,,227.0
798,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
799,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
800,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
801,Parmis,,,"9,7",,,,,,,,,,,,,,,,473.0
802,Parmis,,,"9,7",,,,,,,,,,,,,,,,184.0
803,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
804,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
805,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
806,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
807,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
808,Parmis,,,"9,7",,,,,,,,,,,,,,,,109.0
809,Universal,,,"9,2",,,,,,,,,,,,,,,,49.0
810,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
811,Parmis,5.0,1.0,"9,7",,,,,,,,,,,,,,,,207.0
812,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
813,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
814,Arçelik,,,,,,,,,,,,,,,,,,,200.0
815,Ariston,,,,,,,,,,,,,,,,,,,200.0
816,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
817,Kemos,,,9,,,,,,,,,,,,,,,,2400.0
818,Parmis,,,"9,7",,,,,,,,,,,,,,,,67.0
819,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
820,Universal,,,"9,2",,,,,,,,,,,,,,,,95.0
821,Universal,,,"9,2",,,,,,,,,,,,,,,,49.0
822,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
823,Parmis,5.0,1.0,"9,7",,,,,,,,,,,,,,,,83.0
824,Universal,,,"9,2",,,,,,,,,,,,,,,,85.0
825,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
826,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
827,Universal,,,"9,2",,,,,,,,,,,,,,,,145.0
828,Kemos,,,9,,,,,,,,,,,,,,,,2400.0
829,Emka,5.0,2.0,"9,6",,,,,,,,,,,,,,,,200.0
830,Universal,,,"9,2",,,,,,,,,,,,,,,,49.0
831,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
832,Universal,,,"9,2",,,,,,,,,,,,,,,,130.0
833,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
834,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
835,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
836,DOYSART,,,,,,,,,,,,,,,,,,,269.0
837,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
838,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
839,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
840,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
841,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
842,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
843,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
844,Universal,,,"9,2",,,,,,,,,,,,,,,,249.0
845,Parmis,,,"9,7",,,,,,,,,,,,,,,,184.0
846,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
847,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
848,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
849,Parmis,4.0,1.0,"9,7",,,,,,,,,,,,,,,,83.0
850,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
851,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
852,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
853,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
854,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
855,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
856,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
857,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
858,Universal,,,"9,2",,,,,,,,,,,,,,,,49.0
859,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
860,Universal,,,,,,,,,,,,,,,,,,,38.0
861,Akbıyık,3.7,3.0,"9,8",,,,,,,,,,,,,,,,24.0
862,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
863,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
864,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
865,Universal,5.0,1.0,"9,2",,,,,,,,,,,,,,,,85.0
866,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
867,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
868,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
869,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
870,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
871,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
872,Universal,,,"9,2",,,,,,,,,,,,,,,,185.0
873,Dogant,1.0,1.0,"9,5",,,,,,,,,,,,,,,,29.0
874,Puri Frigor,,,10,,,,,,,,,,,,,,,,110.0
875,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
876,Universal,,,"9,2",,,,,,,,,,,,,,,,260.0
877,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
878,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
879,Universal,5.0,1.0,"9,2",,,,,,,,,,,,,,,,249.0
880,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
881,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
882,Universal,,,"9,8",,,,,,,,,,,,,,,,159.0
883,Parmis,,,"9,7",,,,,,,,,,,,,,,,80.0
884,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
885,Universal,,,"9,2",,,,,,,,,,,,,,,,49.0
886,Universal,,,"9,2",,,,,,,,,,,,,,,,249.0
887,Parmis,,,"9,7",,,,,,,,,,,,,,,,184.0
888,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
889,Universal,,,"9,2",,,,,,,,,,,,,,,,249.0
890,Universal,,,"9,2",,,,,,,,,,,,,,,,85.0
891,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
892,Universal,,,"9,2",,,,,,,,,,,,,,,,49.0
893,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
894,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
895,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
896,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
897,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
898,Parmis,5.0,1.0,"9,7",,,,,,,,,,,,,,,,81.0
899,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
900,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
901,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
902,Universal,5.0,2.0,"9,6",,,,,,,,,,,,,,,,25.0
903,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
904,SRR,3.7,6.0,"9,6",,,,,,,,,,,,,,,,50.0
905,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
906,Universal,5.0,1.0,"9,2",,,,,,,,,,,,,,,,85.0
907,Universal,,,"9,8",,,,,,,,,,,,,,,,29.0
908,Emka,1.0,1.0,"9,6",,,,,,,,,,,,,,,,200.0
909,Kemos,,,9,,,,,,,,,,,,,,,,2400.0
910,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
911,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
912,Universal,,,"9,2",,,,,,,,,,,,,,,,139.0
913,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
914,Universal,,,"9,8",,,,,,,,,,,,,,,,175.0
915,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
916,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
917,Parmis,,,"9,7",,,,,,,,,,,,,,,,189.0
918,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
919,Indesit,,,"9,9",,,,,,,,,,,,,,,,74.0
920,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
921,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
922,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
923,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
924,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
925,Universal,,,"9,6",,,,,,,,,,,,,,,,145.0
926,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
927,Universal,,,"9,8",,,,,,,,,,,,,,,,135.0
928,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
929,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
930,Parmis,4.0,2.0,"9,7",,,,,,,,,,,,,,,,83.0
931,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
932,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
933,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
934,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
935,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
936,Parmis,,,"9,7",,,,,,,,,,,,,,,,227.0
937,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
938,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
939,Universal,1.0,1.0,"9,2",,,,,,,,,,,,,,,,49.0
940,Vestel,,,"9,9",,,,,,,,,,,,,,,,99.0
941,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
942,Parmis,5.0,1.0,"9,7",,,,,,,,,,,,,,,,184.0
943,Universal,,,"9,2",,,,,,,,,,,,,,,,280.0
944,Universal,,,"9,2",,,,,,,,,,,,,,,,249.0
945,VRL,5.0,7.0,"9,8",,,,,,,,,,,,,,,,38.0
946,Kemos,3.0,1.0,9,,,,,,,,,,,,,,,,2400.0
947,Kemos,,,9,,,,,,,,,,,,,,,,2400.0
948,Universal,5.0,2.0,"9,6",,,,,,,,,,,,,,,,25.0
949,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
950,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
951,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
952,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
953,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
954,Parmis,5.0,1.0,"9,7",,,,,,,,,,,,,,,,81.0
955,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
956,Samsung,,,,,,,,,,,,,,,,,,,270.0
957,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
958,Parmis,,,"9,7",,,,,,,,,,,,,,,,189.0
959,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
960,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
961,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
962,Universal,,,"9,2",,,,,,,,,,,,,,,,260.0
963,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
964,Universal,,,"9,2",,,,,,,,,,,,,,,,49.0
965,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
966,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
967,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
968,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
969,Universal,,,"9,2",,,,,,,,,,,,,,,,190.0
970,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
971,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
972,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
973,Parmis,,,"9,7",,,,,,,,,,,,,,,,184.0
974,Universal,,,"9,2",,,,,,,,,,,,,,,,249.0
975,Dogant,1.0,1.0,"9,5",,,,,,,,,,,,,,,,29.0
976,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
977,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
978,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
979,Parmis,4.5,2.0,"9,7",,,,,,,,,,,,,,,,83.0
980,Universal,,,"9,2",,,,,,,,,,,,,,,,185.0
981,Puri Frigor,,,10,,,,,,,,,,,,,,,,110.0
982,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
983,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
984,Kemos,,,9,,,,,,,,,,,,,,,,2400.0
985,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
986,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
987,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
988,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
989,GALAXY Energy,,,10,,,,,,,,,,,,,,,,300.0
990,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
991,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
992,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
993,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
994,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
995,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
996,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
997,Universal,,,10,,,,,,,,,,,,,,,,115.0
998,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
999,VRL,5.0,1.0,"9,8",,,,,,,,,,,,,,,,46.0
1000,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
1001,Parmis,,,"9,7",,,,,,,,,,,,,,,,80.0
1002,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1003,Techsun,,,"9,9",,,,,,,,,,,,,,,,135.0
1004,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1005,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
1006,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
1007,Parmis,,,"9,7",,,,,,,,,,,,,,,,184.0
1008,Universal,,,"9,2",,,,,,,,,,,,,,,,260.0
1009,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1010,Universal,,,"9,2",,,,,,,,,,,,,,,,49.0
1011,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
1012,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
1013,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1014,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1015,Universal,,,"9,2",,,,,,,,,,,,,,,,190.0
1016,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
1017,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1018,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
1019,Parmis,,,"9,7",,,,,,,,,,,,,,,,184.0
1020,Universal,,,"9,2",,,,,,,,,,,,,,,,249.0
1021,Dogant,1.0,1.0,"9,5",,,,,,,,,,,,,,,,29.0
1022,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1023,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
1024,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
1025,Parmis,4.5,2.0,"9,7",,,,,,,,,,,,,,,,83.0
1026,Universal,,,"9,2",,,,,,,,,,,,,,,,185.0
1027,Puri Frigor,,,10,,,,,,,,,,,,,,,,110.0
1028,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
1029,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
1030,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
1031,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1032,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
1033,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1034,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
1035,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1036,GALAXY Energy,,,10,,,,,,,,,,,,,,,,300.0
1037,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
1038,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
1039,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1040,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
1041,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
1042,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1043,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
1044,Universal,,,10,,,,,,,,,,,,,,,,115.0
1045,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1046,VRL,5.0,1.0,"9,8",,,,,,,,,,,,,,,,46.0
1047,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
1048,Parmis,,,"9,7",,,,,,,,,,,,,,,,80.0
1049,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1050,Techsun,,,"9,9",,,,,,,,,,,,,,,,135.0
1051,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1052,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
1053,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
1054,Parmis,,,"9,7",,,,,,,,,,,,,,,,184.0
